date,open,high,low,close,volume,amount,turn,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM
2010-01-04,35.469486,35.68775976,34.8328542,34.84194894,2292641.0,176903752.0,0.873199,-1.5673,17.065464,3.800134,1.794259,20.72483
2010-01-05,34.86923316,35.1511701,34.56910674,34.98746478,2150184.0,164936480.0,0.818941,0.4176,17.136737,3.816005,1.801753,20.811386
2010-01-06,34.7873805,36.12885465,34.77828576,35.46493863,4163510.0,326579296.0,1.585758,1.3647,17.370602,3.868082,1.826341,21.095399
2010-01-07,35.3785386,35.81508612,34.55091726,34.56455937,3068887.0,235942740.0,1.168848,-2.5388,16.929599,3.769879,1.779975,20.559832
2010-01-08,34.560012,34.80556998,34.105275,34.70552784,2267624.0,171792111.0,0.863671,0.4078,16.998645,3.785255,1.787234,20.643684
2010-01-11,35.1056964,35.469486,34.50544356,34.59184359,2144982.0,164535848.0,0.81696,-0.3276,16.942963,3.772855,1.78138,20.576061
2010-01-12,34.50544356,36.00607566,34.41449616,35.82872823,5497296.0,429126358.0,2.093757,3.5757,17.548785,3.907759,1.845076,21.31179
2010-01-13,35.23757013,35.64228606,34.65550677,34.70552784,4134097.0,318883630.0,1.574555,-3.1349,16.998645,3.785255,1.787234,20.643684
2010-01-14,34.9238016,35.85601245,34.58274885,35.80144401,4242985.0,329950445.0,1.616027,3.1578,17.535421,3.904784,1.84367,21.295561
2010-01-15,35.7878019,36.6518022,35.7423282,36.19251783,5902090.0,470957712.0,2.247931,1.0923,17.726968,3.947437,1.86381,21.528181
2010-01-18,36.31074945,36.76093908,35.924223,36.73365486,4705902.0,377756608.0,1.792339,1.4952,17.992015,4.006458,1.891677,21.850062
2010-01-19,36.77003382,36.82460226,36.1061178,36.49264425,3622277.0,289558365.0,1.379618,-0.6561,17.873969,3.980171,1.879265,21.706703
2010-01-20,36.60178113,36.73365486,34.4690646,35.32397016,4543347.0,354291202.0,1.730426,-3.2025,17.301556,3.852707,1.819082,21.011548
2010-01-21,35.03748585,35.25121224,34.64186466,34.86013842,2224748.0,170896002.0,0.847341,-1.3131,17.074373,3.802118,1.795196,20.73565
2010-01-22,34.560012,34.6054857,33.52775901,34.03251708,4283360.0,320513310.0,1.631405,-2.3741,16.669007,3.711851,1.752576,20.243361
2010-01-25,33.90519072,34.03251708,33.56868534,33.73239066,1347821.0,100208772.0,0.513345,-0.8819,16.522006,3.679117,1.73712,20.064838
2010-01-26,33.91428546,33.96430653,32.6501166,33.04573779,2122419.0,154911953.0,0.808366,-2.0356,16.185686,3.604225,1.70176,19.6564
2010-01-27,32.9229588,33.17306415,32.34089544,32.3772744,1837281.0,132040742.0,0.699766,-2.0228,15.858275,3.531317,1.667336,19.258782
2010-01-28,32.44093758,32.6046429,32.1953796,32.41820073,1583212.0,112846078.0,0.602999,0.1264,15.878321,3.535781,1.669443,19.283126
2010-01-29,32.3318007,32.82291666,32.18628486,32.27268489,1966081.0,140217234.0,0.748822,-0.4489,15.807047,3.51991,1.66195,19.19657
2010-02-01,32.286327,32.44548495,31.6042215,31.79521104,1860033.0,130338513.0,0.708431,-1.4795,15.573182,3.467833,1.637361,18.912557
2010-02-02,31.93617951,32.3772744,31.83159,31.84068474,1341635.0,94831087.0,0.510989,0.143,15.595455,3.472792,1.639703,18.939606
2010-02-03,31.8770637,32.62737975,31.47234777,32.59554816,1772023.0,125404117.0,0.674911,2.3708,15.965185,3.555124,1.678576,19.388617
2010-02-04,32.45457969,32.48641128,32.06350587,32.22266382,1540757.0,109336780.0,0.586829,-1.144,15.782547,3.514454,1.659374,19.166816
2010-02-05,31.78156893,31.78156893,31.1949582,31.31773719,2246612.0,154838623.0,0.855668,-2.8084,15.339317,3.415756,1.612773,18.628544
2010-02-08,31.31773719,31.83159,31.24497927,31.62241098,1215381.0,84052080.0,0.462903,0.9728,15.488546,3.448986,1.628462,18.809771
2010-02-09,31.52691621,31.76337945,31.376853,31.62695835,745219.0,51784628.0,0.283832,0.0144,15.490773,3.449482,1.628697,18.812476
2010-02-10,31.7861163,31.91344266,31.6496952,31.89070581,1469292.0,102662576.0,0.55961,0.8339,15.619955,3.478248,1.642279,18.96936
2010-02-11,31.90434792,32.09988483,31.83159,31.94072688,1057390.0,74328267.0,0.402728,0.1569,15.644456,3.483704,1.644855,18.999113
2010-02-12,31.97255847,32.41365336,31.94072688,32.34544281,1294476.0,91800164.0,0.493028,1.2671,15.842684,3.527845,1.665696,19.239848
2010-02-22,32.40001125,32.41365336,31.9680111,31.97255847,1258055.0,88875732.0,0.479156,-1.1528,15.660047,3.487176,1.646494,19.018048
2010-02-23,31.89980055,31.97710584,31.14038976,31.43596881,1715415.0,118215288.0,0.653351,-1.6783,15.397227,3.428651,1.618861,18.698871
2010-02-24,31.36775826,32.12716905,31.1040108,32.09533746,1448110.0,100601886.0,0.551542,2.0975,15.720183,3.500567,1.652817,19.091079
2010-02-25,32.1499059,32.58645342,32.12262168,32.54097972,1879417.0,133956872.0,0.715814,1.3885,15.938457,3.549172,1.675766,19.356158
2010-02-26,32.5136955,32.53643235,32.22266382,32.29542174,1552455.0,110332727.0,0.591284,-0.7546,15.818184,3.52239,1.663121,19.210094
2010-03-01,32.29087437,33.3322221,32.286327,33.06392727,2506832.0,182395185.0,0.954778,2.3796,16.194595,3.606209,1.702696,19.66722
2010-03-02,33.06847464,33.1048536,32.42729547,32.6501166,1852144.0,133218187.0,0.705427,-1.2515,15.991912,3.561075,1.681386,19.421075
2010-03-03,32.741064,32.91386406,32.38182177,32.84110614,1439253.0,103456350.0,0.548169,0.585,16.085458,3.581906,1.691222,19.534681
2010-03-04,32.84110614,33.39588528,31.80885315,31.88615844,2551596.0,183094763.0,0.971827,-2.9078,15.617728,3.477752,1.642045,18.966655
