date,open,high,low,close,volume,amount,turn,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM
2010-01-04,13.986432,14.1175548,13.65425424,13.67610804,110620758.0,3510114277.0,1.683606,-1.5109,26.950972,3.577852,10.902544,5.552128
2010-01-05,13.7897478,14.4672156,13.46631156,14.34483432,209391541.0,6750708693.0,3.186859,4.8897,28.268805,3.7528,11.43565,5.823613
2010-01-06,14.423508,14.4890694,14.1612624,14.17874544,143788930.0,4728323923.0,2.188412,-1.1578,27.9415,3.709349,11.303245,5.756185
2010-01-07,14.17000392,14.37105888,13.7241864,13.8334554,123559234.0,3980014778.0,1.880524,-2.4353,27.261051,3.619017,11.027981,5.616007
2010-01-08,13.74166944,14.14377936,13.6804788,14.10007176,104092992.0,3313809660.0,1.584255,1.9273,27.786461,3.688767,11.240526,5.724246
2010-01-11,15.51182724,15.51182724,14.4890694,14.60707992,308930874.0,10592362773.0,4.70181,3.5958,28.785602,3.821407,11.644711,5.930077
2010-01-12,14.423508,14.80376412,14.14815012,14.67701208,133460077.0,4424817391.0,2.031211,0.4788,28.923415,3.839702,11.700461,5.958468
2010-01-13,14.2705314,14.4890694,13.83782616,13.89464604,182804380.0,5926775317.0,2.782213,-5.3306,23.527387,3.635025,9.595131,5.640849
2010-01-14,13.95583668,14.24430684,13.73292792,14.10007176,110130651.0,3524337699.0,1.676146,1.4785,23.875228,3.688767,9.73699,5.724246
2010-01-15,14.1175548,14.20059924,13.86405072,13.97769048,91958176.0,2946600173.0,1.399568,-0.8679,23.668004,3.65675,9.652478,5.674562
2010-01-18,13.7460402,13.7460402,13.330818,13.51001916,179327387.0,5540379110.0,2.729294,-3.3458,22.87611,3.534401,9.329521,5.484701
2010-01-19,13.51438992,13.74166944,13.4182332,13.549356,116218366.0,3606246428.0,1.768799,0.2912,22.942718,3.544692,9.356686,5.50067
2010-01-20,13.4619408,13.4619408,12.8500344,12.92433732,214646745.0,6436833967.0,3.266841,-4.6129,21.884392,3.381179,8.925071,5.24693
2010-01-21,12.9593034,13.08605544,12.72765312,13.0248648,113881991.0,3370782004.0,1.73324,0.7778,22.054612,3.407478,8.994492,5.287741
2010-01-22,12.7626192,12.9374496,12.46103676,12.76698996,121714122.0,3541346898.0,1.852442,-1.9799,21.617961,3.340015,8.816413,5.183051
2010-01-25,12.67957476,12.95493264,12.58341804,12.74950692,76139282.0,2234859820.0,1.158811,-0.1369,21.588357,3.335441,8.80434,5.175953
